
--- TEST PSYNC PRINT STAT ---
stat: 960 64 21 2.4375 50
stat: 960 64 21 1 75
stat: 961 64 21 2 25
stat: 961 64 21 2.625 50
stat: 961 64 21 1 75
stat: 962 64 21 2 25
stat: 962 64 21 3 50
stat: 962 64 21 1 75
stat: 963 64 21 2 25
stat: 963 64 21 2.53125 50
stat: 963 64 21 1 75
stat: 964 64 21 2 25
stat: 964 64 21 2.53125 50
stat: 964 64 21 1 75
stat: 965 64 21 2 25
stat: 965 64 21 3 50
stat: 965 64 21 1 75
stat: 966 64 21 2 25
stat: 966 64 21 1 50
stat: 966 64 21 1 75
stat: 967 64 21 2 25
stat: 967 64 21 2.5 50
stat: 967 64 21 1 75
stat: 968 64 21 2 25
stat: 968 64 21 1 50
stat: 968 64 21 1 75
stat: 969 64 21 2 25
stat: 969 64 21 2.65625 50
stat: 969 64 21 1 75
stat: 970 64 21 2 25
stat: 970 64 21 1 50
stat: 970 64 21 1 75
stat: 971 64 21 2 25
stat: 971 64 21 2.65625 50
stat: 971 64 21 1 75
stat: 972 64 21 2 25
stat: 972 64 21 2.625 50
stat: 972 64 21 1 75
stat: 973 64 21 2 25
stat: 973 64 21 2.625 50
stat: 973 64 21 1 75
stat: 974 64 21 2 25
stat: 974 64 21 2.625 50
stat: 974 64 21 1 75
stat: 975 64 21 2 25
stat: 975 64 21 2.59375 50
stat: 975 64 21 1 75
stat: 976 64 21 2 25
stat: 976 64 21 2.5625 50
stat: 976 64 21 1 75
stat: 977 64 21 2 25
stat: 977 64 21 1 50
stat: 977 64 21 1 75
stat: 978 64 21 2 25
stat: 978 64 21 2.4375 50
stat: 978 64 21 1 75
stat: 979 64 21 2 25
stat: 979 64 21 3 50
stat: 979 64 21 1 75
stat: 980 64 21 2 25
stat: 980 64 21 2.5625 50
stat: 980 64 21 1 75
stat: 981 64 21 2 25
stat: 981 64 21 2.46875 50
stat: 981 64 21 1 75
stat: 982 64 21 2 25
stat: 982 64 21 3 50
stat: 982 64 21 1 75
stat: 983 64 21 2 25
stat: 983 64 21 1 50
stat: 983 64 21 1 75
stat: 984 64 21 2 25
stat: 984 64 21 2.65625 50
stat: 984 64 21 1 75
stat: 985 64 21 2 25
stat: 985 64 21 3 50
stat: 985 64 21 1 75
stat: 986 64 21 2 25
stat: 986 64 21 2.375 50
stat: 986 64 21 1 75
stat: 987 64 21 2 25
stat: 987 64 21 1 50
stat: 987 64 21 1 75
stat: 988 64 21 2 25
stat: 988 64 21 2.6875 50
stat: 988 64 21 1 75
stat: 989 64 21 2 25
stat: 989 64 21 3 50
stat: 989 64 21 1 75
stat: 990 64 21 2 25
stat: 990 64 21 2.59375 50
stat: 990 64 21 1 75
stat: 991 64 21 2 25
stat: 991 64 21 2.4375 50
stat: 991 64 21 1 75
stat: 992 64 21 2 25
stat: 992 64 21 2.71875 50
stat: 992 64 21 1 75
stat: 993 64 21 2 25
stat: 993 64 21 1 50
stat: 993 64 21 1 75
stat: 994 64 21 2 25
stat: 994 64 21 2.53125 50
stat: 994 64 21 1 75
stat: 995 64 21 2 25
stat: 995 64 21 2.96875 50
stat: 995 64 21 1 75
stat: 996 64 21 2 25
stat: 996 64 21 2.96875 50
stat: 996 64 21 1 75
stat: 997 64 21 2 25
stat: 997 64 21 2.53125 50
stat: 997 64 21 1 75
stat: 998 64 21 2 25
stat: 998 64 21 2.59375 50
stat: 998 64 21 1 75
stat: 999 64 21 2 25
stat: 999 64 21 2.9375 50
stat: 999 64 21 1 75
stat: 1000 64 21 2 25
stat: 1000 64 21 3 50
stat: 1000 64 21 1 75

PASSED

